Gene;GeneEntrezID.combi;MetagCluster17;EntrezID;TCGA-A1-A0SK-01;TCGA-AC-A2BK-01;TCGA-A7-A5ZV-01;TCGA-AQ-A54N-01;TCGA-AC-A2QJ-01;TCGA-AC-A2QH-01;TCGA-A2-A04U-01;TCGA-B6-A0I1-01;TCGA-A2-A4S1-01;TCGA-AC-A7VC-01;TCGA-AN-A0FL-01;TCGA-A1-A0SO-01;TCGA-AN-A04D-01;TCGA-A2-A3XU-01;TCGA-AN-A0AR-01;TCGA-AC-A62X-01;TCGA-AN-A0FJ-01;TCGA-A8-A07C-01;TCGA-A1-A0SB-01;TCGA-A7-A13E-01;TCGA-AO-A1KR-01;TCGA-B6-A0X1-01;TCGA-AN-A0G0-01;TCGA-AR-A1AH-01;TCGA-AR-A251-01;TCGA-B6-A0IQ-01;TCGA-AR-A0TP-01;TCGA-A1-A0SP-01;TCGA-A7-A0CE-01;TCGA-A2-A0YE-01;TCGA-AR-A256-01;TCGA-AO-A0J6-01;TCGA-A2-A0D0-01;TCGA-AO-A124-01;TCGA-A8-A07R-01;TCGA-AO-A128-01;TCGA-AN-A0XU-01;TCGA-A8-A07O-01;TCGA-B6-A0WX-01;TCGA-A2-A04P-01;TCGA-B6-A402-01;TCGA-AO-A0J2-01;TCGA-A2-A3XT-01;TCGA-AR-A0U0-01;TCGA-AR-A2LR-01;TCGA-AO-A12F-01;TCGA-A7-A6VW-01;TCGA-AN-A0AL-01;TCGA-AO-A03U-01;TCGA-A7-A26G-01;TCGA-BH-A0B9-01;TCGA-A2-A0T2-01;TCGA-A2-A4RX-01;TCGA-BH-A0BW-01;TCGA-B6-A0I6-01;TCGA-A2-A04T-01;TCGA-AC-A6IW-01;TCGA-AN-A0AT-01;TCGA-A2-A0T0-01;TCGA-A2-A0YM-01;TCGA-A7-A0DA-01;TCGA-AR-A1AI-01;TCGA-A7-A26I-01;TCGA-A2-A0CL-01;TCGA-A2-A0EQ-01;TCGA-EW-A1OV-01;TCGA-GM-A2DH-01;TCGA-A2-A3Y0-01;TCGA-A7-A4SE-01;TCGA-AN-A0FX-01;TCGA-B6-A0RU-01;TCGA-A7-A13D-01;TCGA-B6-A0RE-01;TCGA-A7-A6VV-01;TCGA-AR-A1AY-01;TCGA-BH-A0AV-01;TCGA-AR-A0U4-01;TCGA-A2-A3XS-01;TCGA-A2-A3XX-01;TCGA-AC-A8OQ-01;TCGA-B6-A409-01;TCGA-B6-A400-01;TCGA-A2-A3XY-01;TCGA-LL-A5YP-01;TCGA-OL-A5S0-01;TCGA-E9-A1NC-01;TCGA-A2-A0CM-01;TCGA-S3-AA10-01;TCGA-A7-A4SD-01;TCGA-B6-A3ZX-01;TCGA-AR-A1AQ-01;TCGA-A2-A0D2-01;TCGA-A7-A6VY-01;TCGA-BH-A0B3-01;TCGA-AO-A129-01;TCGA-E2-A573-01;TCGA-E9-A3QA-01;TCGA-B6-A0IJ-01;TCGA-A2-A04Q-01;TCGA-C8-A12V-01;TCGA-C8-A12K-01;TCGA-A2-A0SX-01;TCGA-A2-A25F-01;TCGA-A8-A07U-01;TCGA-AR-A1AJ-01;TCGA-B6-A0RT-01;TCGA-AR-A1AR-01;TCGA-BH-A1F0-01;TCGA-AR-A1AO-01;TCGA-EW-A1P1-01;TCGA-AQ-A04J-01;TCGA-BH-A0BL-01;TCGA-E2-A1AZ-01;TCGA-AR-A0TS-01;TCGA-AR-A24Q-01;TCGA-A8-A08R-01;TCGA-AO-A0J4-01;TCGA-BH-A0WA-01;TCGA-EW-A1OW-01;TCGA-BH-A0BG-01;TCGA-BH-A208-01;TCGA-D8-A27M-01;TCGA-EW-A3U0-01;TCGA-EW-A1P7-01;TCGA-LL-A441-01;TCGA-S3-AA15-01;TCGA-PL-A8LZ-01;TCGA-BH-A0RX-01;TCGA-EW-A6SB-01;TCGA-D8-A1JL-01;TCGA-BH-A18Q-01;TCGA-D8-A27F-01;TCGA-BH-A1FC-01;TCGA-GI-A2C9-01;TCGA-E2-A14X-01;TCGA-E2-A1LH-01;TCGA-GM-A2DF-01;TCGA-D8-A27H-01;TCGA-LL-A73Y-01;TCGA-BH-A18T-01;TCGA-GM-A3XL-01;TCGA-EW-A1P8-01;TCGA-BH-A1F6-01;TCGA-OL-A66I-01;TCGA-E9-A244-01;TCGA-E9-A1ND-01;TCGA-D8-A1XQ-01;TCGA-E2-A1LI-01;TCGA-BH-A18V-01;TCGA-D8-A147-01;TCGA-C8-A134-01;TCGA-D8-A142-01;TCGA-BH-A18G-01;TCGA-A7-A26F-01;TCGA-D8-A13Z-01;TCGA-E2-A159-01;TCGA-D8-A143-01;TCGA-C8-A27B-01;TCGA-D8-A1JF-01;TCGA-A8-A09X-01;TCGA-AC-A5EH-01;TCGA-C8-A131-01;TCGA-C8-A26X-01;TCGA-D8-A1JK-01;TCGA-GM-A2DD-01;TCGA-JL-A3YW-01;TCGA-LL-A740-01;TCGA-LL-A5YO-01;TCGA-BH-A0E6-01;TCGA-AR-A0TU-01;TCGA-E2-A14N-01;TCGA-E2-A150-01;TCGA-BH-A203-01;TCGA-E2-A1II-01;TCGA-E2-A1B6-01;TCGA-D8-A1XW-01;TCGA-E9-A243-01;TCGA-BH-A18V-06;TCGA-D8-A1XK-01;TCGA-EW-A1PH-01;TCGA-LL-A6FR-01;TCGA-OL-A5D7-01;TCGA-E2-A14R-01;TCGA-BH-A6R9-01;TCGA-GM-A2DB-01;TCGA-EW-A1PB-01;TCGA-OL-A6VO-01;TCGA-E9-A248-01;TCGA-PL-A8LV-01;TCGA-OL-A5RW-01;TCGA-EW-A1P4-01;TCGA-E9-A1N8-01;TCGA-AR-A5QQ-01;TCGA-E2-A1LL-01;TCGA-E9-A22G-01;TCGA-BH-A0E0-01;TCGA-C8-A1HJ-01;TCGA-LL-A8F5-01;TCGA-C8-A26Y-01;TCGA-E9-A1RH-01;TCGA-E2-A1LK-01;TCGA-E2-A574-01;TCGA-HN-A2NL-01;TCGA-E2-A158-01;TCGA-E2-A1LS-01;TCGA-E9-A5FL-01;TCGA-BH-A1FE-06;TCGA-E2-A1LG-01
P2RY10;P2RY10|27334;T-Cell;27334;2.0537;2.3666;1.8217;0;1.1206;1.4053;2.0417;1.5558;1.8288;1.8063;2.228;3.8597;1.4476;1.1311;2.9731;0;3.8881;6.3169;0.5366;2.8886;2.5065;5.1169;3.7345;2.7445;5.2852;4.3783;0;4.4459;3.0213;3.7049;5.003;5.0955;3.2704;3.7953;3.2332;8.1403;4.8188;4.2884;5.6525;6.0965;1.3951;4.6401;4.7992;6.6832;3.4849;2.527;1.5094;5.6587;5.124;7.034;6.1193;3.0238;6.4379;6.3586;3.644;5.5622;5.6184;4.9124;3.5622;5.2067;2.5073;6.9328;3.3792;8.9065;7.7613;8.2061;9.0329;4.7864;3.3764;3.8793;4.3078;0.8579;2.8427;4.6381;2.4353;3.4691;5.824;5.052;4.0966;6.4472;2.9406;5.0016;6.1234;4.1842;5.169;5.0107;6.4556;7.1605;5.2598;8.4772;6.7189;4.3895;5.3251;5.6144;5.7313;6.1604;6.5092;6.196;7.2013;8.2262;6.1184;7.3977;9.3007;7.3235;7.6783;8.5889;6.791;7.3019;6.8619;5.9269;7.0794;6.3004;6.8364;8.3275;5.8881;5.8635;6.5553;4.0941;3.7525;6.3027;4.7857;7.2408;7.3373;8.4796;8.0074;6.8783;6.1153;7.0278;6.2276;6.59;4.6763;3.629;6.8658;3.7394;7.1927;6.7482;5.813;3.6986;6.022;3.7302;4.2479;4.7637;5.502;6.4901;3.7804;5.9766;5.7304;5.2577;5.3842;5.7458;5.5401;5.7077;2.858;5.8462;5.5427;6.5797;5.0178;5.8685;5.5214;6.7687;3.209;3.6496;7.0027;5.2177;6.4363;4.7515;3.9193;7.505;5.0346;4.3511;5.5133;5.1456;5.4482;7.5398;7.7732;5.2256;8.0584;7.1859;4.6534;4.9155;0;6.0751;5.8884;5.0866;5.0473;5.7954;4.0975;7.8406;5.6284;3.2537;5.6541;2.3861;6.2854;2.487;3.68;4.4409;4.9755;4.7106;5.5323;3.209;1.7431;0;4.8375;2.1464;3.0887;3.019;4.2423;3.5917
TIGIT;TIGIT|201633;T-Cell;201633;3.2964;4.0027;3.9013;4.5157;4.2633;2.9251;3.4425;4.2801;4.7293;2.4251;3.2857;4.5674;7.1565;2.3125;4.6533;4.8528;5.4066;7.2282;0.5366;4.7345;6.1271;7.5419;5.1413;3.9779;5.952;6.7758;0.7858;6.3892;5.1936;5.1513;6.1523;8.0637;6.8466;5.7843;3.3224;9.347;6.9138;5.0957;7.1233;7.483;3.3169;7.0009;5.8347;8.1416;4.2078;3.9347;2.9866;6.8597;5.9263;7.5441;7.9091;5.956;7.0243;7.3433;4.3449;7.8958;8.0184;6.7733;5.8501;6.433;3.3271;8.625;5.7943;9.5608;8.9612;9.147;8.7188;7.8792;5.0558;4.6938;5.1319;2.2191;4.726;6.6379;3.4489;4.9331;6.8024;6.1416;6.4603;7.685;5.0072;7.0809;7.7695;6.2141;6.8714;7.3889;8.0821;8.9996;7.3504;9.5082;8.4646;6.9637;7.2363;7.3283;7.4555;7.9355;8.453;8.1964;9.4146;9.3421;8.3119;8.6912;9.8327;8.8496;9.177;10.1363;7.4451;8.6044;8.2366;7.4125;9.2669;7.6445;8.3212;8.5543;7.2011;7.4241;7.4395;5.9832;6.3424;8.1167;6.0898;8.1495;8.7838;8.7392;8.5929;7.7755;7.9103;8.6265;8.8106;8.2658;6.6995;4.4848;8.3954;5.199;7.9492;8.6072;6.8323;4.5605;7.2432;5.5202;7.2471;6.5072;6.2383;8.9382;5.1812;8.2567;7.2217;6.4117;7.2142;7.1822;7.2934;6.0285;5.543;6.3965;6.6868;8.1437;6.3766;7.4628;5.8534;8.0093;5.9928;5.2131;7.9945;7.2972;8.1861;7.1592;6.1217;9.2646;6.7298;7.1195;7.3182;7.3369;7.1302;9.2011;9.8165;6.7487;9.1213;9.2708;6.883;5.9764;3.3704;8.3207;7.1428;7.1277;7.0225;7.4239;5.5129;8.5087;6.8945;4.7876;7.9705;4.4058;8.046;4.1455;5.9089;6.6918;5.7701;6.8103;7.667;4.2052;3.7361;1.4241;7.2821;4.9132;5.8718;5.8216;2.9408;4.6936
TYROBP;TYROBP|7305;T-Cell;7305;6.7099;7.5747;10.3124;10.3441;13.7235;9.9177;9.2756;7.9334;12.2817;11.1872;8.8037;7.5469;8.1645;8.5993;8.9735;7.5284;8.4201;9.2565;7.2557;8.4958;8.2638;9.724;9.0564;8.2231;8.5593;8.6873;7.7161;10.047;8.5175;8.255;8.9823;10.0363;9.7533;8.2325;8.2542;11.5009;9.2442;9.0261;9.8393;10.4137;9.2846;9.5894;11.3159;10.1018;9.2964;8.7745;10.7409;10.2238;10.9136;9.034;10.3728;10.1201;8.6112;9.9523;9.0834;9.9467;12.2468;8.7871;9.9395;9.7423;8.6993;9.6865;9.3961;10.4636;9.9912;10.3813;9.2468;10.0186;9.1018;8.4771;8.5021;7.781;8.9419;10.2618;7.7272;9.2482;10.5359;9.6345;9.6244;9.8737;9.9649;10.5743;10.0468;10.4117;10.7176;10.8571;10.4071;10.8453;9.7284;9.4577;10.3581;9.656;10.2725;10.5342;9.9544;10.3075;10.6205;10.792;11.245;11.0964;11.2153;10.015;11.2443;10.6423;10.748;10.8039;10.0891;11.1557;12.9406;10.3326;9.4469;9.9527;8.8505;9.3638;9.2451;10.3668;9.2271;8.772;9.1888;9.814;9.6395;10.2394;11.211;10.1306;9.3903;10.8607;10.5911;10.9974;10.8112;10.0441;9.1958;8.5462;9.9682;9.6471;8.6871;11.6057;10.7118;9.1392;9.1574;8.4852;10.3868;10.5333;10.5433;11.3561;8.8144;11.4068;10.1291;9.2364;9.778;9.0841;9.522;9.8405;9.9243;9.0897;9.7628;10.1594;8.2299;9.6668;8.7277;10.6221;10.5906;9.4226;11.0287;10.1961;11.5077;11.3983;9.866;11.6372;9.9719;9.853;8.8208;9.3201;9.9659;11.1072;11.0132;10.4784;10.6389;11.0035;9.2579;8.1523;10.0554;10.7282;10.3591;11.0772;10.0117;11.6739;9.3769;9.6675;9.288;10.805;9.7202;8.0161;11.2887;8.0451;8.6154;8.9214;8.3139;10.2286;9.7115;8.2699;9.305;7.5319;9.4644;7.0622;7.9643;10.3916;9.1797;8.1921
SAMSN1;SAMSN1|64092;T-Cell;64092;4.9217;5.8954;7.4324;5.8684;6.3268;6.3245;5.0309;4.4174;8.0806;5.8378;4.7188;6.1611;4.5342;4.4351;5.5261;4.3624;5.386;7.8031;3.7185;5.5969;5.8874;7.8648;6.1085;5.7724;7.1268;6.1413;5.3642;7.1442;5.9147;6.2009;7.2967;7.1976;6.7113;6.1928;5.0752;9.652;7.3514;7.1081;7.0426;7.9805;5.4658;7.0911;7.8681;8.493;7.4656;7.0848;6.7128;7.7358;8.7788;8.3131;7.9064;6.5641;7.4557;8.8812;6.3325;7.7094;9.1183;6.7733;6.53;7.733;5.8719;8.3015;7.2613;9.5644;8.7826;8.9411;7.9216;7.4783;6.6287;5.9819;6.2044;3.8072;6.3027;7.1208;6.1533;6.9174;8.9622;6.8404;7.5291;7.7784;6.562;7.3787;8.1023;7.4516;7.2144;7.8008;8.4181;8.8705;8.5871;8.7873;8.8509;7.7358;7.7674;7.5543;7.2945;8.635;7.926;8.1909;9.1544;9.512;8.6784;8.5733;10.3992;8.4252;9.0616;9.6721;9.0347;9.8131;8.755;8.3888;8.1773;8.5397;8.4781;8.1806;7.5153;7.7372;7.6035;6.9717;7.1796;8.115;7.0126;8.5757;8.9485;8.6573;8.2698;8.7149;8.7213;8.6712;8.751;8.2145;7.1243;6.6723;8.6999;7.1319;7.609;7.9176;8.5546;6.2987;7.5395;6.5233;8.3534;8.2709;8.2884;9.9647;5.8703;8.7306;8.0321;7.3747;8.3624;7.6383;7.6166;7.1528;6.4979;8.2811;7.1999;8.4001;6.7404;8.5964;7.1397;8.6305;7.5937;6.5;8.7908;8.1328;8.9264;7.7286;7.6176;9.1602;6.0331;7.3991;7.6488;7.4073;7.5747;9.4686;8.884;9.346;10.0275;8.7928;7.6264;6.6448;4.7297;7.6319;7.4305;8.5748;7.6446;9.2895;6.835;8.7173;6.9595;6.2352;7.864;5.4354;8.7802;5.5208;6.0237;6.5582;7.0591;7.7521;6.4323;6.2085;5.9275;4.3277;6.8681;5.0085;4.5249;6.0213;7.1528;6.7368
SNX20;SNX20|124460;T-Cell;124460;2.8049;3.7857;4.8202;3.4923;4.9241;3.0738;3.2192;3.0644;5.5906;3.8935;4.0584;3.4598;3.2969;2.1924;4.1287;3.4508;4.0764;5.6311;2.6087;3.9951;4.311;5.7321;4.8611;3.887;5.0983;4.9485;3.7135;6.2635;3.6272;4.202;5.8313;5.8727;5.4675;5.775;3.7794;8.4897;6.0804;6.3058;5.9326;5.8303;3.3169;5.271;7.1963;7.3329;4.8395;3.1964;4.9482;5.5389;6.8248;6.8166;7.0219;4.5879;6.4244;7.2756;4.7476;6.216;7.6978;5.9181;4.7667;6.646;4.5907;7.4533;5.1455;8.2845;7.7905;8.1769;7.1348;6.4291;5.3536;4.4641;5.0695;3.4031;3.4921;6.4947;4.637;5.2709;8.3139;6.1111;5.4923;7.1119;4.322;6.9327;7.1947;5.9014;5.1823;6.8318;6.7849;8.0587;6.4441;8.7364;7.0788;5.8227;6.5294;6.337;6.522;6.3514;7.7008;7.3529;7.8993;8.4612;7.5786;7.6414;9.1834;7.7371;8.3103;8.7798;7.2891;7.5995;7.7524;6.139;6.8694;7.2713;6.8619;8.0006;6.1951;6.869;7.1422;5.9809;5.1523;6.8389;4.7252;7.4105;8.1035;8.259;8.3132;7.4524;7.5171;7.2677;7.1462;7.3102;5.7941;5.6753;7.017;5.7643;6.7846;7.0824;6.9013;4.976;6.7417;4.6476;5.9917;6.6648;6.4232;7.1818;4.0025;7.6436;6.6916;6.305;6.5901;6.0676;6.562;5.7213;4.7347;6.6254;6.279;6.8896;5.625;6.8109;5.3551;7.0855;5.4421;5.3023;6.8594;7.0815;6.7285;7.1266;5.5256;8.0078;4.9928;5.7997;5.4482;6.0515;6.0569;7.8918;7.9244;6.7605;7.9762;8.3929;5.9351;4.9339;0.7634;6.8033;6.1408;7.0968;5.6582;7.6191;5.3781;7.6227;6.4194;4.7304;7.0537;3.7608;6.6171;3.2686;4.4887;5.2545;4.0965;5.3592;4.7861;4.686;5.0035;0;5.6814;5.0278;3.1115;4.1104;4.3892;3.9601
SP140;SP140|11262;T-Cell;11262;2.2576;3.4052;5.1383;5.2957;5.2477;3.3318;3.5098;3.7665;6.4419;3.9998;3.7967;4.0833;3.3926;3.2222;4.1947;4.4747;4.6094;6.8764;2.8693;4.1066;5.8206;7.4462;5.3;3.6711;5.9257;6.4641;2.685;5.7126;5.0386;5.1121;5.4659;7.0301;5.9627;4.788;5.344;9.3483;5.9298;5.2846;6.7286;7.6563;3.769;6.3958;7.2972;8.1536;4.7665;4.2245;6.4256;7.7248;7.0233;7.2647;8.2392;6.0561;7.1953;8.0081;4.0162;7.4841;7.8117;5.8953;4.8829;6.6643;5.2787;7.6049;6.0804;9.3984;8.7579;8.9732;7.8003;7.118;5.1058;4.7967;4.1145;4.7763;5.3208;6.0842;3.7142;5.308;6.5613;6.6554;6.8167;8.2262;5.4038;6.3334;7.2162;5.5016;6.1591;7.4251;7.9483;8.6425;7.5703;9.4957;8.3799;6.8106;7.0827;7.0308;7.5595;7.6403;8.3807;8.1826;9.168;9.3158;8.3398;8.2562;9.7336;8.7078;8.5717;9.7131;7.2148;8.93;8.1541;5.9858;8.5453;7.4327;7.8376;8.8376;7.1102;7.3296;7.704;5.0211;5.5714;7.7878;5.391;8.6195;8.6481;9.4927;9.2572;9.6654;8.5345;7.9928;8.9937;7.9934;6.1984;4.5047;7.9204;6.2574;7.991;8.2675;7.7706;5.0964;6.7435;5.1342;7.3548;6.5129;7.1057;8.4797;5.0451;8.0761;7.0702;6.7505;6.5868;6.6861;6.85;6.7453;3.8202;7.1254;6.3951;7.7502;6.4533;7.3838;5.8018;7.1387;5.5853;5.5607;8.0207;6.6658;7.7415;6.6857;4.9856;9.149;6.7736;6.1522;6.7031;6.4988;6.4495;8.6033;10.2781;6.6699;9.3183;8.5327;6.6841;5.926;4.8898;7.8537;7.2726;6.7451;7.3668;8.0742;5.9724;8.8643;7.3875;6.146;7.1636;4.6413;8.0487;4.3629;5.5457;4.6654;5.4031;7.4571;6.0346;4.3691;3.9151;3.1604;6.6796;3.3581;4.0014;5.3132;4.3467;5.1827
HLA-C;HLA-C|3107;MHC1;3107;12.4959;11.6548;14.4988;13.5512;15.3601;14.0075;12.7184;15.2082;16.0927;13.9425;15.3768;12.8848;11.6368;12.7484;12.9246;16.0868;11.5327;13.0252;12.5017;13.7492;13.6416;14.858;13.226;12.4894;12.808;13.4634;13.2217;12.7071;13.7429;15.079;13.855;14.8328;13.7538;13.7702;13.3088;15.1323;15.5476;13.2107;13.7828;14.8055;14.239;14.8941;14.882;16.4889;12.138;12.7652;15.7535;13.9163;14.8384;12.8842;14.5395;13.754;13.5211;15.9374;12.963;13.4845;15.1462;14.2367;12.8878;13.5669;14.1955;14.7949;14.4113;15.0599;15.3916;14.6509;14.6571;14.4245;14.3725;13.5985;14.4657;13.2317;13.3918;14.0131;13.5955;13.148;14.1635;13.8881;15.0608;14.7351;13.7694;14.6553;15.2639;14.1011;15.6933;16.3764;15.0678;16.3757;15.8984;14.7991;14.7059;13.7661;16.0664;16.4356;14.7405;15.9128;16.0255;15.1433;15.4467;15.1942;14.7614;14.5357;15.0915;15.9202;15.5042;15.0187;13.8319;14.4188;14.6024;14.1137;13.3589;14.0806;13.8852;13.6821;14.0167;14.0943;15.0552;14.1204;14.8494;15.8321;13.1077;15.9567;15.4066;15.1479;15.2589;14.8115;16.2798;15.1023;16.005;15.3694;15.1152;12.8126;14.2045;14.594;14.4079;14.5077;13.841;14.2301;13.3468;12.9765;14.5057;15.0856;13.4861;15.8674;12.9143;15.668;15.9291;14.2981;15.2844;14.3755;14.5618;13.8261;13.8674;13.7999;14.3419;13.7133;14.3182;13.6923;12.2263;13.7147;14.8443;14.5561;14.8817;15.0314;15.0532;15.13;13.4253;15.4069;13.6422;14.981;13.2049;16.4064;13.8961;14.9007;15.6099;15.07;13.9832;16.7014;15.3586;15.8523;15.2385;15.4792;15.3239;15.2526;14.4403;14.7208;14.2522;14.2885;14.5525;15.8503;16.9234;12.9668;14.719;12.6692;14.1911;12.0851;12.0338;15.713;14.0021;13.282;13.9552;14.4513;14.7523;13.5502;13.1476;13.7016;14.6588;14.9748
HLA-B;HLA-B|3106;MHC1;3106;11.9861;12.1749;14.7708;14.2348;15.9245;15.4183;13.2934;16.0926;16.9501;14.7679;15.4619;11.7343;12.1854;13.1724;12.3923;16.0712;13.6306;13.4363;12.4425;14.2682;14.6652;16.0656;13.5183;12.0952;13.7734;14.4157;13.5463;14.0864;14.5989;14.2684;13.9505;15.9659;14.5476;15.1875;14.3487;16.4474;16.3982;14.3044;14.3662;15.269;14.4354;16.4175;15.4494;17.5383;13.3646;13.1351;16.2104;15.1141;15.086;13.7406;15.6842;14.0739;14.3644;16.4038;13.416;14.4189;15.9575;14.318;14.5192;15.4474;15.0462;15.3221;14.33;15.8374;15.962;15.5678;15.0734;15.2353;14.5039;13.5718;14.4412;14.2312;14.5128;14.2074;13.8952;14.2267;15.3391;14.3107;15.1188;16.1701;15.1377;15.0801;15.8086;14.4018;16.0885;16.7992;15.5113;16.8545;15.9665;15.9452;16.3276;14.3137;16.2605;17.0213;15.5347;16.4975;16.6855;16.0886;16.737;16.059;16.217;15.3439;15.9233;16.4734;16.3156;16.2467;14.8888;15.6088;15.6071;14.2482;14.8744;15.1931;14.8799;14.6289;14.2498;14.668;15.4421;14.974;15.5127;16.4341;13.8163;16.8573;15.8787;16.4698;15.1555;15.4873;16.4051;16.2322;17.0448;16.3257;15.5163;13.6739;15.0673;15.8103;15.1269;16.1692;14.8769;14.8929;14.3299;14.6247;15.7898;15.4352;14.2855;16.8025;13.63;16.441;16.0892;15.5703;16.5704;15.1374;15.8556;14.1992;14.0817;14.7696;14.8705;14.6485;14.2071;15.6366;12.8271;14.6796;15.2019;14.4015;15.7778;16.6518;15.487;15.5866;13.4586;16.1039;14.7036;15.7032;15.0369;16.7423;14.171;15.6809;16.3799;15.4946;15.4961;17.7038;15.8401;15.7802;15.7375;15.9587;16.1989;16.2614;15.0113;15.3061;15.4614;15.1511;14.9265;16.4192;17.3361;13.3859;16.1569;13.0513;15.3055;12.7702;13.797;15.7559;15.1084;13.7764;14.2484;14.5143;15.3419;15.2406;13.8406;15.2483;14.8994;15.8433
HLA-A;HLA-A|3105;MHC1;3105;11.2143;11.8269;14.027;13.8883;16.2641;15.4349;13.4998;15.7075;13.558;14.6196;15.2365;13.1412;12.4541;13.5715;11.7553;15.6015;12.4751;12.9225;12.0417;14.1913;14.3008;15.1071;13.4611;10.8584;12.1017;14.2355;12.3171;14.0924;14.1068;14.3703;13.176;15.1961;13.9553;14.7788;14.0404;15.6996;15.8468;14.0622;13.7378;15.0334;14.4316;15.7722;15.3941;15.9816;13.1913;13.0606;15.0431;15.106;14.4029;13.537;15.0973;13.6998;14.013;16.0684;13.3301;14.0648;15.3197;13.8271;13.5157;14.7736;14.2451;14.2244;13.3346;14.9177;15.1725;14.6462;14.404;14.6689;14.6157;13.1844;13.3564;13.751;14.0548;14.0123;13.4219;13.7626;15.1763;13.5255;15.2632;14.7567;15.2373;14.7734;14.8756;14.1264;15.3849;16.1983;14.8881;16.5997;15.3978;14.6476;15.7079;13.8126;16.4999;16.182;14.9801;16.0753;16.3616;15.8057;15.9073;15.8392;15.4304;15.0258;15.2018;15.8695;15.2794;15.5133;14.1366;14.8268;15.4231;13.7828;14.3478;14.6325;14.2329;13.7071;13.6341;13.8493;15.2999;14.0971;15.0093;15.6837;13.3184;15.7481;15.3912;15.7097;13.8636;14.8834;15.977;15.5148;15.9198;15.4648;14.865;13.5496;13.825;14.7846;14.3005;15.9242;14.3175;14.2675;14.2412;14.7079;15.2588;14.7125;13.5642;16.6038;12.6352;15.7108;15.4738;15.0274;15.9517;14.4854;14.4516;13.2491;14.4854;13.6861;14.1203;13.6415;13.9904;14.1937;11.2088;13.9151;14.5026;14.0657;14.278;15.6313;15.1296;15.0174;12.623;15.2776;14.6508;14.7945;14.3185;15.8367;13.6816;14.9949;16.3383;14.5402;14.732;16.8364;14.7002;14.8237;15.8767;15.1537;15.655;15.3812;14.5388;14.2972;14.8744;14.5924;14.6181;16.2581;16.9581;13.0755;15.9634;12.1422;15.2686;12.1752;13.5592;15.7339;14.4627;12.8818;13.4731;14.8883;14.324;15.0317;13.6277;15.4349;14.6994;14.9993
HLA-H;HLA-H|3136;MHC1;3136;7.7268;7.7174;10.8638;10.0645;12.9607;12.1178;9.5431;12.5588;12.0466;11.4701;11.6066;9.7071;8.5274;10.1699;8.8379;11.4075;9.213;9.6965;9.1061;10.3262;10.6112;12.3662;10.3217;7.4899;8.701;10.4644;8.6761;10.2748;11.4023;10.7426;9.9758;12.1208;10.3101;11.237;10.3342;12.0584;12.6893;10.4732;10.7326;11.0773;10.85;12.6224;12.0443;12.6141;9.8935;9.6097;12.2303;11.6183;10.9205;10.0721;12.1833;10.1143;10.3178;12.6005;10.2408;11.0147;12.5114;10.9183;9.94;11.3811;11.153;11.2383;10.0784;11.8216;12.2966;11.3491;10.9497;11.3729;10.5248;10.1156;9.9899;10.871;10.9102;11.2089;9.9123;10.2825;12.0638;10.3294;11.9098;11.596;11.6231;10.926;11.3513;10.7469;11.8414;13.2084;12.0445;13.4319;11.5782;10.8179;12.3995;10.8712;13.8276;12.4143;10.8799;12.3659;13.1048;12.7816;12.6928;11.8233;12.3914;11.3254;12.0375;12.6816;12.0117;11.718;10.0792;11.2659;12.4309;11.0766;10.7916;11.1616;10.7729;10.0911;10.1845;10.8888;12.1997;11.0213;11.6441;12.7413;9.8673;12.5471;12.1754;11.6595;11.4278;12.2047;13.185;12.2145;12.7292;11.8963;11.6254;10.2883;10.9636;10.778;11.321;12.2077;10.8252;11.2846;11.6312;11.4377;11.8335;11.1804;9.9875;12.3156;8.8434;12.6486;12.3601;10.9504;12.0181;10.8225;11.2552;10.3508;10.5505;10.1066;11.2268;10.7323;10.1438;11.3211;7.4313;10.9166;10.6683;10.7138;10.8352;12.399;11.1611;12.2926;9.6917;11.5405;11.0944;11.3392;10.2764;12.4825;10.061;12.0569;12.7386;11.0251;11.0642;13.5662;11.5275;11.5361;12.5776;11.7143;12.2213;12.3812;11.2021;11.1343;11.6105;10.8313;11.4957;12.8258;13.6414;9.9706;12.2375;8.3779;11.5561;9.1857;7.5863;12.73;10.9534;9.4461;9.8197;10.6791;11.4942;11.6374;8.8216;11.0006;11.7728;11.6961
