Gene;GeneEntrezID.combi;MetagCluster17;EntrezID;TCGA-A1-A0SK-01;TCGA-AC-A2BK-01;TCGA-A7-A5ZV-01;TCGA-AQ-A54N-01;TCGA-AC-A2QJ-01;TCGA-AC-A2QH-01;TCGA-A2-A04U-01;TCGA-B6-A0I1-01;TCGA-A2-A4S1-01;TCGA-AC-A7VC-01;TCGA-AN-A0FL-01;TCGA-A1-A0SO-01;TCGA-AN-A04D-01;TCGA-A2-A3XU-01;TCGA-AN-A0AR-01;TCGA-AC-A62X-01;TCGA-AN-A0FJ-01;TCGA-A8-A07C-01;TCGA-A1-A0SB-01;TCGA-A7-A13E-01;TCGA-AO-A1KR-01;TCGA-B6-A0X1-01;TCGA-AN-A0G0-01;TCGA-AR-A1AH-01;TCGA-AR-A251-01;TCGA-B6-A0IQ-01;TCGA-AR-A0TP-01;TCGA-A1-A0SP-01;TCGA-A7-A0CE-01;TCGA-A2-A0YE-01;TCGA-AR-A256-01;TCGA-AO-A0J6-01;TCGA-A2-A0D0-01;TCGA-AO-A124-01;TCGA-A8-A07R-01;TCGA-AO-A128-01;TCGA-AN-A0XU-01;TCGA-A8-A07O-01;TCGA-B6-A0WX-01;TCGA-A2-A04P-01;TCGA-B6-A402-01;TCGA-AO-A0J2-01;TCGA-A2-A3XT-01;TCGA-AR-A0U0-01;TCGA-AR-A2LR-01;TCGA-AO-A12F-01;TCGA-A7-A6VW-01;TCGA-AN-A0AL-01;TCGA-AO-A03U-01;TCGA-A7-A26G-01;TCGA-BH-A0B9-01;TCGA-A2-A0T2-01;TCGA-A2-A4RX-01;TCGA-BH-A0BW-01;TCGA-B6-A0I6-01;TCGA-A2-A04T-01;TCGA-AC-A6IW-01;TCGA-AN-A0AT-01;TCGA-A2-A0T0-01;TCGA-A2-A0YM-01;TCGA-A7-A0DA-01;TCGA-AR-A1AI-01;TCGA-A7-A26I-01;TCGA-A2-A0CL-01;TCGA-A2-A0EQ-01;TCGA-EW-A1OV-01;TCGA-GM-A2DH-01;TCGA-A2-A3Y0-01;TCGA-A7-A4SE-01;TCGA-AN-A0FX-01;TCGA-B6-A0RU-01;TCGA-A7-A13D-01;TCGA-B6-A0RE-01;TCGA-A7-A6VV-01;TCGA-AR-A1AY-01;TCGA-BH-A0AV-01;TCGA-AR-A0U4-01;TCGA-A2-A3XS-01;TCGA-A2-A3XX-01;TCGA-AC-A8OQ-01;TCGA-B6-A409-01;TCGA-B6-A400-01;TCGA-A2-A3XY-01;TCGA-LL-A5YP-01;TCGA-OL-A5S0-01;TCGA-E9-A1NC-01;TCGA-A2-A0CM-01;TCGA-S3-AA10-01;TCGA-A7-A4SD-01;TCGA-B6-A3ZX-01;TCGA-AR-A1AQ-01;TCGA-A2-A0D2-01;TCGA-A7-A6VY-01;TCGA-BH-A0B3-01;TCGA-AO-A129-01;TCGA-E2-A573-01;TCGA-E9-A3QA-01;TCGA-B6-A0IJ-01;TCGA-A2-A04Q-01;TCGA-C8-A12V-01;TCGA-C8-A12K-01;TCGA-A2-A0SX-01;TCGA-A2-A25F-01;TCGA-A8-A07U-01;TCGA-AR-A1AJ-01;TCGA-B6-A0RT-01;TCGA-AR-A1AR-01;TCGA-BH-A1F0-01;TCGA-AR-A1AO-01;TCGA-EW-A1P1-01;TCGA-AQ-A04J-01;TCGA-BH-A0BL-01;TCGA-E2-A1AZ-01;TCGA-AR-A0TS-01;TCGA-AR-A24Q-01;TCGA-A8-A08R-01;TCGA-AO-A0J4-01;TCGA-BH-A0WA-01;TCGA-EW-A1OW-01;TCGA-BH-A0BG-01;TCGA-BH-A208-01;TCGA-D8-A27M-01;TCGA-EW-A3U0-01;TCGA-EW-A1P7-01;TCGA-LL-A441-01;TCGA-S3-AA15-01;TCGA-PL-A8LZ-01;TCGA-BH-A0RX-01;TCGA-EW-A6SB-01;TCGA-D8-A1JL-01;TCGA-BH-A18Q-01;TCGA-D8-A27F-01;TCGA-BH-A1FC-01;TCGA-GI-A2C9-01;TCGA-E2-A14X-01;TCGA-E2-A1LH-01;TCGA-GM-A2DF-01;TCGA-D8-A27H-01;TCGA-LL-A73Y-01;TCGA-BH-A18T-01;TCGA-GM-A3XL-01;TCGA-EW-A1P8-01;TCGA-BH-A1F6-01;TCGA-OL-A66I-01;TCGA-E9-A244-01;TCGA-E9-A1ND-01;TCGA-D8-A1XQ-01;TCGA-E2-A1LI-01;TCGA-BH-A18V-01;TCGA-D8-A147-01;TCGA-C8-A134-01;TCGA-D8-A142-01;TCGA-BH-A18G-01;TCGA-A7-A26F-01;TCGA-D8-A13Z-01;TCGA-E2-A159-01;TCGA-D8-A143-01;TCGA-C8-A27B-01;TCGA-D8-A1JF-01;TCGA-A8-A09X-01;TCGA-AC-A5EH-01;TCGA-C8-A131-01;TCGA-C8-A26X-01;TCGA-D8-A1JK-01;TCGA-GM-A2DD-01;TCGA-JL-A3YW-01;TCGA-LL-A740-01;TCGA-LL-A5YO-01;TCGA-BH-A0E6-01;TCGA-AR-A0TU-01;TCGA-E2-A14N-01;TCGA-E2-A150-01;TCGA-BH-A203-01;TCGA-E2-A1II-01;TCGA-E2-A1B6-01;TCGA-D8-A1XW-01;TCGA-E9-A243-01;TCGA-BH-A18V-06;TCGA-D8-A1XK-01;TCGA-EW-A1PH-01;TCGA-LL-A6FR-01;TCGA-OL-A5D7-01;TCGA-E2-A14R-01;TCGA-BH-A6R9-01;TCGA-GM-A2DB-01;TCGA-EW-A1PB-01;TCGA-OL-A6VO-01;TCGA-E9-A248-01;TCGA-PL-A8LV-01;TCGA-OL-A5RW-01;TCGA-EW-A1P4-01;TCGA-E9-A1N8-01;TCGA-AR-A5QQ-01;TCGA-E2-A1LL-01;TCGA-E9-A22G-01;TCGA-BH-A0E0-01;TCGA-C8-A1HJ-01;TCGA-LL-A8F5-01;TCGA-C8-A26Y-01;TCGA-E9-A1RH-01;TCGA-E2-A1LK-01;TCGA-E2-A574-01;TCGA-HN-A2NL-01;TCGA-E2-A158-01;TCGA-E2-A1LS-01;TCGA-E9-A5FL-01;TCGA-BH-A1FE-06;TCGA-E2-A1LG-01
CRB3;CRB3|92359;Claudin;92359;7.8123;7.8088;6.9085;8.5158;6.0483;0;8.4814;8.1509;0;2.0433;8.4707;8.4255;8.5184;8.4729;8.1685;8.4073;7.2786;7.8151;7.2599;7.5679;8.606;7.5996;8.223;7.6906;8.3188;7.6515;8.3477;7.7614;8.8187;8.5479;8.0102;7.8663;7.5418;6.9555;7.6372;7.2468;6.9302;6.0935;8.7053;8.4408;7.5858;8.363;8.6559;8.6147;6.4093;7.5026;8.8483;7.9968;7.8293;7.2902;7.4821;8.4275;8.1621;6.0965;8.0552;8.1447;9.0165;7.9188;9.3262;7.6613;7.9963;7.2165;7.7655;7.3583;8.4649;7.9836;8.0981;8.0869;7.6927;7.8437;6.8308;7.8074;8.9214;7.8706;7.5405;6.7202;8.0508;8.7507;7.7357;7.1311;8.6325;7.7345;7.5939;7.9819;8.4709;8.2983;6.2782;8.4291;7.1925;7.3517;7.9078;6.8342;8.8159;7.7132;8.2018;7.9049;7.3048;7.5039;6.6455;8.104;6.937;8.2163;5.2801;7.38;6.5813;7.0785;7.5816;6.8318;6.4;7.3102;5.8767;6.7507;6.4598;6.9248;7.268;7.2113;7.9061;7.2037;7.1162;7.3613;6.8089;7.115;7.3904;8.1291;7.8009;6.7781;8.6137;7.6594;6.3655;7.2181;7.3878;7.7457;7.8504;8.9135;7.8606;8.6327;8.305;8.299;8.1171;7.8768;9.2242;7.1843;8.7276;7.0402;8.5307;8.4811;7.9953;7.4032;6.6595;6.8206;8.1255;8.5332;8.9596;7.0824;8.3012;8.0161;8.4705;6.5891;8.798;8.0023;9.0523;8.4368;8.4035;8.9292;8.9118;8.5587;9.4095;8.3189;9.0319;8.302;7.8211;6.2454;7.3648;7.7147;8.0076;8.3502;6.3816;7.0279;7.5194;7.3496;8.4085;8.4505;7.9063;3.5842;9.5226;9.4612;8.1586;7.3389;8.6979;9.9028;7.6101;8.607;7.0514;7.3772;7.4239;8.3532;7.6354;7.9518;8.4926;6.504;9.0088;9.8281;8.2932;8.7815;7.2682;8.6973;2.0578;6.7326
KIAA1543;KIAA1543|57662;Claudin;57662;10.5795;9.3539;9.7176;10.6493;6.7842;1.4053;10.9775;9.0637;0.8881;4.5911;8.7305;9.9109;10.0005;10.755;9.9246;9.9746;8.7366;6.4369;9.7378;9.0513;10.0776;7.571;9.5779;9.8626;9.1717;10.122;9.6446;9.7337;9.7881;9.8913;9.5194;9.5524;9.1438;8.8117;7.8863;8.7529;8.8455;8.7203;9.8671;9.4202;8.9862;8.6018;9.8298;9.1311;9.3912;9.6389;10.4322;9.0154;9.7549;8.4115;8.5548;9.9022;9.0142;7.8741;9.5533;8.3722;10.5455;9.56;11.1275;10.0067;9.459;8.9598;9.2339;8.8704;9.4872;9.279;9.3263;10.2443;9.3836;9.7141;8.893;9.578;9.9416;8.7953;9.2161;7.7156;8.6666;10.413;10.0159;9.5111;9.8253;9.7716;9.2121;9.7267;9.2096;9.3483;7.5645;9.8155;8.236;9.8129;9.4637;9.1507;11.1221;8.937;10.1222;9.5027;8.7109;5.2479;7.6796;8.9139;9.1259;9.5393;8.1447;8.5004;8.4249;9.138;8.9002;7.8117;8.0807;8.5001;7.9592;8.7861;8.2049;8.3231;7.9534;8.2891;8.7805;9.1947;8.1308;7.4727;6.8367;6.8132;9.1455;9.1749;10.0532;9.3891;10.2269;8.7661;8.921;7.5339;9.6337;10.6638;10.1699;9.3777;9.3773;9.1086;9.0799;8.8351;9.5043;9.6129;9.4889;9.3461;10.3012;9.5581;8.9483;9.348;7.9642;9.3404;8.0775;9.0525;9.2397;9.5726;9.4699;7.8721;9.5636;9.364;9.6748;9.043;8.7695;9.4836;11.1283;9.4714;8.972;9.5708;8.6526;9.5896;9.6262;8.9449;9.494;10.1723;8.9398;8.1116;7.7933;8.5258;8.3919;8.6452;7.0435;8.613;9.1155;8.5154;10.0596;11.1371;10.2863;4.389;9.3487;9.3963;9.2522;8.5836;9.7781;10.644;9.2445;10.1679;8.1404;9.4783;9.8686;9.9388;9.0867;9.7294;9.614;8.4271;9.8055;10.9641;9.9917;10.2617;9.0169;9.2144;6.8083;10.0771
OVOL2;OVOL2|58495;Claudin;58495;8.7627;6.5894;6.8932;7.4926;3.3778;0;8.6717;7.9315;0.8881;1.5227;7.7245;8.0388;8.6137;8.0811;8.3596;6.9128;6.9961;8.0344;8.4443;8.3486;7.3476;6.0012;7.4713;7.1753;8.0072;7.727;7.6396;8.4786;7.2626;6.6326;7.0866;6.6954;8.3154;6.6895;8.3153;5.3345;6.7386;7.9543;8.1665;8.2499;9.1389;7.5605;8.1665;7.9334;7.5688;4.3741;8.9092;7.4604;6.6854;6.496;7.4118;8.047;6.3626;6.9972;7.3276;6.6946;7.866;6.8474;7.9772;7.2487;8.9335;7.7304;6.1438;7.4559;7.8777;7.742;7.7435;7.0974;7.6886;7.5564;7.5131;7.7703;7.639;8.6687;6.8303;6.7063;7.0394;8.3604;7.9766;6.7392;6.9768;7.7659;6.8154;7.0603;7.4995;7.9155;7.6366;8.3162;6.3148;6.2953;8.0719;6.9509;6.7989;7.8395;8.3146;6.6576;7.4938;7.584;7.4914;6.855;7.6612;7.8106;5.9963;7.5373;6.2704;4.3943;5.8293;6.6429;5.9102;6.1493;7.1995;6.7302;6.3447;7.3696;7.5627;8.645;7.3811;7.7876;7.2033;8.1068;7.2123;7.329;6.9228;6.9143;7.3641;6.5907;6.7516;7.0278;7.4267;6.8778;8.4893;7.6301;8.3558;6.8934;7.9536;7.6558;7.1143;7.5515;7.6243;7.8749;8.1662;7.4964;7.6904;8.2238;7.6005;6.4831;6.6526;7.8434;5.505;7.5965;7.9599;8.3909;7.7797;6.3253;7.6237;7.5803;7.6761;5.6535;7.769;7.6206;8.304;8.3649;7.6197;7.0131;7.1163;7.1808;7.6117;7.9494;7.7452;8.7655;7.6679;7.2125;7.5936;6.5027;7.6392;7.4283;7.239;6.2071;6.4442;8.0599;9.655;7.9955;8.14;2.4539;8.4419;8.3443;8.957;8.3417;8.5526;8.6947;7.4057;8.1293;6.7187;6.9433;8.5618;7.8877;7.7872;7.1296;7.9836;7.4392;7.6562;9.505;8.4658;8.7871;8.6344;6.6132;0.4346;9.1667
RAB25;RAB25|57111;Claudin;57111;10.0128;9.4839;8.7757;11.9773;9.1248;0;11.0623;11.2141;0;3.9412;12.2978;11.2173;11.8571;12.2308;11.4128;12.0877;9.9017;11.5813;10.3976;12.1748;12.7208;10.1945;11.6241;11.9298;10.061;11.8609;11.0986;9.2024;11.81;11.2234;11.1602;11.4244;11.621;11.4226;11.244;9.1209;11.1318;9.3274;11.7918;12.3609;12.1719;11.8995;10.7743;12.4594;7.1278;11.7705;12.3932;11.3459;10.3253;9.9087;11.2349;12.2606;10.5294;10.3828;10.9913;12.0022;11.9562;11.0452;12.0654;10.962;12.0164;10.8829;12.0618;9.694;10.4179;10.6723;10.9092;11.5305;11.1917;10.8002;9.8037;12.6161;11.981;12.2709;8.995;10.6572;9.354;11.7827;11.9643;10.9335;12.1941;10.2941;10.811;11.9604;11.5397;11.9534;11.6769;10.5862;10.9169;10.4365;12.2134;10.2509;11.9765;12.3131;11.9656;12.2148;10.4302;11.5251;10.5935;9.7823;10.3315;11.5067;6.1137;11.4154;10.1401;10.8486;10.73;11.4072;10.2083;9.8611;10.7195;10.6999;10.0172;10.1999;9.3634;7.9803;11.3965;10.6746;11.2236;11.4821;11.068;10.5801;9.9142;9.8414;10.0382;10.9038;11.5837;10.5447;10.1886;10.2825;11.2494;10.9019;10.1086;10.7289;11.8883;12.0911;11.3677;10.1291;10.8603;10.9049;11.5948;9.2492;11.8528;8.8126;12.7473;11.4153;7.3813;11.9782;10.9445;11.1462;10.0623;11.3121;13.4922;10.5303;11.85;12.4037;10.8852;11.2477;10.7818;11.8588;10.9419;11.5522;10.6484;10.8858;11.112;10.3938;10.8279;11.8012;12.5125;11.213;11.4014;10.2899;10.9766;10.0065;10.2756;11.1208;11.204;10.8342;10.61;12.7201;12.7038;11.0171;11.5741;5.898;11.0597;11.6723;12.337;10.8041;13.1953;13.4255;10.576;9.0418;9.8463;10.5372;11.6589;13.2475;12.3357;10.5492;12.1391;8.6564;11.1357;12.5881;7.7129;12.2693;11.8583;11.896;2.649;12.2089
PVRL4;PVRL4|81607;Claudin;81607;8.8657;7.1304;9.0944;12.2201;7.8044;3.9083;11.474;13.1306;5.296;8.0056;11.6468;10.3011;12.4084;11.9018;11.0165;11.8954;12.3442;11.6067;10.7339;11.9638;11.8712;9.7387;10.6011;11.255;9.7637;12.35;10.8702;11.1519;10.452;12.087;10.9628;12.3141;8.9056;11.0481;10.1691;8.7949;10.9082;11.5897;12.4111;11.5415;12.7576;11.2388;10.672;10.4979;9.367;11.7082;11.2001;11.1943;10.7405;8.8707;12.1161;12.0109;11.5169;10.9313;10.4653;11.6719;11.6144;11.127;12.128;11.6101;12.4078;10.8675;11.5442;8.8886;9.0084;9.7316;9.568;11.0651;13.5715;11.4375;9.1906;12.176;12.4933;11.2835;10.9727;10.1913;10.0106;11.6458;12.7508;11.213;12.0436;11.9179;12.2158;10.2747;10.3258;11.2453;12.9172;11.6737;11.1301;11.3395;10.2936;9.2158;11.5833;11.3793;11.7617;11.4165;11.0367;11.8546;10.2767;9.2748;8.8789;12.2755;8.4024;11.6266;11.9668;11.9517;11.2617;11.059;10.6633;9.8791;11.088;11.0514;9.8325;11.0056;8.0564;11.2334;11.5047;9.6008;10.633;10.7046;10.273;10.6998;10.2811;11.0955;10.0177;11.1365;11.7341;11.305;10.9506;9.4784;11.4658;11.6709;11.2257;10.5722;12.4433;11.5279;11.3127;10.5264;10.4764;11.4154;10.6352;10.8475;11.0704;11.1092;11.3793;11.1276;9.7672;11.8071;12.624;11.6263;9.4824;11.6234;12.5243;11.0135;10.9041;11.5794;10.6872;11.2314;9.9864;9.7222;10.882;10.759;8.6362;10.7147;10.4977;10.2637;9.6247;11.2351;11.4152;11.3122;10.7091;10.4907;10.0817;9.8797;9.4323;11.4505;11.6362;9.1329;9.5369;12.5989;13.0438;10.8054;11.1528;8.7851;10.7936;10.5708;11.7269;10.2336;12.4085;12.4827;10.0959;11.268;10.6533;10.1828;12.5325;12.8236;11.7148;8.7645;12.7878;9.0782;12.7159;11.2857;5.7125;12.4104;11.826;11.647;2.8732;12.511
MAL2;MAL2|114569;Claudin;114569;13.225;11.8988;10.1577;9.9435;7.9892;4.8595;13.0447;9.5848;3.6906;4.6991;12.1611;11.2338;11.7285;12.6709;10.8281;11.4505;13.0278;11.751;9.7178;12.3887;12.0381;12.3837;12.5342;10.8678;12.6205;12.0706;12.7925;13.2761;12.1647;10.8687;13.5247;11.6452;11.9175;12.8426;12.9408;11.9691;12.1837;12.2881;11.6937;11.6453;13.6769;13.993;12.1839;13.6018;12.1467;11.6069;12.2533;12.4563;10.7952;12.3991;11.9782;11.8164;13.1616;13.7948;12.6678;13.0768;12.1335;12.4654;12.011;13.1314;12.9199;11.5657;12.0036;12.0657;13.2408;12.5075;12.1136;13.1221;11.9063;14.1465;11.7735;13.4549;12.3875;12.0449;12.0163;12.7367;12.0653;12.5468;11.5446;10.8754;11.591;11.877;12.2247;12.288;12.282;12.8653;12.5089;13.5223;11.8597;10.4921;12.3768;12.1432;12.234;12.2515;12.2765;12.2561;12.6667;12.7871;12.3358;11.8896;13.0624;12.3593;10.6105;13.3345;11.3036;11.988;11.4443;10.2361;11.2438;11.4487;11.3883;11.5562;12.1904;12.6491;11.2723;13.1734;13.6458;13.0225;11.7863;13.4306;13.555;14.5567;10.8121;11.9297;10.4862;10.1457;11.1715;12.4665;13.0032;11.7027;12.8454;13.1362;12.6601;13.3369;14.0192;12.6775;12.2787;13.0853;12.4726;12.7584;12.343;11.6991;12.613;12.3618;14.2082;11.2858;12.8088;13.1478;14.1905;12.2851;7.849;12.3861;10.9556;12.7933;12.3776;12.6832;11.7153;14.047;14.107;12.0378;12.7748;13.0726;12.8219;13.1565;12.2297;11.4501;12.3603;12.8431;11.4319;12.6293;13.3617;13.7657;14.4588;11.2859;11.8549;13.7472;10.4995;11.6845;12.7615;13.3662;11.7445;9.7193;13.0746;6.5268;11.9758;12.0948;12.4305;13.0626;16.0017;16.0372;13.3578;11.8113;10.8168;10.8076;12.534;11.8121;13.4028;12.8599;12.9843;13.4117;12.4204;13.7489;12.1354;12.6666;11.9425;12.2615;5.0127;15.1999
PRSS8;PRSS8|5652;Claudin;5652;9.1425;10.8065;11.7667;12.3655;10.3192;2.1035;10.5137;11.6739;2.3935;5.0375;14.3073;13.137;12.5728;11.984;12.7484;14.3444;11.385;11.2132;11.4933;11.9415;13.2248;12.4382;13.3255;12.3788;11.1714;11.7298;11.6027;10.7421;12.394;13.4447;10.9978;12.4673;11.0369;11.2961;11.7938;11.2009;10.5672;11.2163;12.607;11.9311;10.5031;12.6301;10.3788;10.7622;8.2886;12.6701;12.1771;12.2208;12.527;10.6443;10.9085;14.0814;10.1073;11.1146;10.7167;12.6922;9.6701;11.689;11.6909;11.4124;11.4235;12.2621;11.1009;10.1364;11.501;13.2337;11.8224;12.029;11.4281;9.7234;11.4018;12.3785;11.7319;10.8486;11.0843;10.9893;11.1386;13.2506;13.0006;10.9059;13.0297;10.3052;11.1197;12.4906;12.5823;11.3682;9.4724;8.6636;12.3734;10.9666;11.7432;11.8605;12.56;11.4089;12.5676;12.5288;12.8506;10.378;12.2972;11.8362;11.7533;10.2111;7.715;11.2683;12.0981;10.4805;9.6515;11.5116;10.5831;10.0674;11.7029;11.7427;12.558;11.8365;9.234;11.3154;10.5509;11.3927;11.1648;10.884;10.652;10.5269;10.438;10.1633;12.2239;10.4756;12.315;11.9785;11.2919;11.2932;12.3664;10.8026;9.7974;10.8434;11.1744;11.7614;12.4795;11.5706;9.3048;12.6992;12.6479;12.1924;12.9773;11.4957;11.5138;11.8244;11.5809;11.355;10.7621;11.5546;11.6959;12.9074;12.9878;10.7074;12.196;11.7678;14.0959;11.2854;11.5236;11.7682;12.9541;13.2539;13.1727;12.6198;11.5531;11.6312;10.5773;10.7281;13.1367;10.5201;11.7414;13.3662;11.2738;10.7464;10.5249;12.0386;10.7331;10.4455;10.6167;12.4001;12.4562;11.2418;11.5752;6.2541;11.5053;11.1963;11.8747;10.4804;11.1411;11.401;10.8927;12.3344;9.8809;11.9163;10.89;13.1705;11.7519;10.7559;12.3826;9.764;11.4758;12.0799;6.5387;13.0608;12.7124;11.7929;3.1265;8.3834
PKP3;PKP3|11187;Claudin;11187;10.3029;8.5039;10.8672;11.3583;10.4563;0;10.0311;11.6318;3.9509;5.7898;10.3278;9.0345;9.8201;12.1609;10.5613;11.0381;10.1437;8.0917;9.877;10.3859;11.8499;10.2739;10.558;11.4587;8.2551;10.8789;9.6921;10.3745;9.9121;10.717;9.6216;12.0599;11.4679;11.5069;10.8655;10.0887;10.2165;11.4268;9.863;10.3714;10.8589;10.4766;10.9306;11.1896;10.1996;9.0949;11.4451;10.3547;10.391;10.4414;10.6962;11.9829;10.9147;10.2703;9.5882;9.9184;11.8033;11.2297;10.3342;10.402;9.8142;9.5615;9.1093;9.396;9.8871;9.6238;10.1877;11.7953;11.1935;11.1154;9.5474;11.3584;11.4051;9.8677;10.9693;8.9907;10.384;10.7948;11.3024;11.3729;12.0344;11.5528;10.8498;10.55;11.325;11.785;11.2808;11.296;10.2799;11.1962;10.9379;10.5309;11.4355;11.4148;11.6117;12.0472;10.3138;11.0428;9.8131;9.535;10.3969;10.5898;8.1262;9.5447;10.6092;10.035;9.9308;9.5217;9.5585;9.7893;9.3086;10.0675;8.8125;10.1914;8.4309;9.1744;9.9692;10.4594;10.8239;11.3685;9.2039;10.2645;9.108;10.9223;9.9282;9.7309;10.6479;11.2427;11.7764;10.0371;9.3804;10.2156;10.1136;10.1229;10.221;10.7768;10.9336;9.2267;10.7785;10.6961;12.1906;11.0692;11.8063;10.1983;9.8557;10.9516;10.341;9.8382;9.9264;9.7893;11.4285;9.9775;11.2014;9.907;9.6568;10.0944;9.5681;10.2381;9.1549;10.9842;10.7239;11.1667;10.1387;10.0279;9.9574;11.3628;11.4357;10.5993;11.9192;9.6771;9.8537;10.0631;9.9106;10.9759;10.8626;8.6134;9.3234;10.797;9.8457;10.8375;11.4462;12.804;10.8879;8.8284;11.8453;12.1703;11.0134;9.6577;10.7989;12.2595;11.1577;11.2168;13.6732;11.2021;9.0582;11.2282;8.8728;11.3545;10.5892;9.0035;10.7663;11.9682;10.8216;9.6815;9.5675;13.205;1.9305;10.736
TPD52;TPD52|7163;Claudin;7163;14.3572;12.7661;12.2025;11.4851;6.6;10.2541;11.0171;12.5053;7.065;7.2402;12.0665;12.5491;12.0243;12.1339;12.1867;12.2334;11.9907;12.4382;10.4619;12.7846;10.3458;11.5007;12.1589;11.5124;11.9878;10.5687;13.0788;12.5555;11.8269;11.3436;13.1388;12.2393;11.9908;11.331;12.0787;11.0809;10.5205;13.4391;12.5469;10.9647;13.4367;13.0985;10.7653;13.0042;11.3722;12.3497;11.133;11.2844;10.9525;11.9598;11.4288;12.3134;11.4362;11.8334;11.3327;12.1533;11.9021;12.4841;12.7432;13.0633;13.1864;11.8749;12.0209;12.2353;12.8644;11.7885;11.9092;11.4433;11.9077;12.7588;11.498;12.4416;12.7962;11.2159;12.8136;12.7365;12.2436;13.0675;13.405;10.9854;12.111;12.3357;12.7579;12.4347;12.6429;11.6868;12.0182;12.3996;11.2203;10.2783;12.3022;12.3568;12.1218;11.5461;12.1146;12.6241;11.7237;11.5495;12.0786;11.2572;11.7754;11.7298;11.2038;11.7837;11.1429;10.5124;10.801;12.0487;11.286;12.058;11.2646;11.3593;11.6326;12.3432;11.9439;13.6478;12.9538;12.9835;12.4542;11.9079;11.3817;12.2076;10.2721;11.0701;11.2397;10.7537;10.3875;13.3584;12.1401;12.2532;12.2939;12.9254;12.4576;12.3025;14.3614;13.3252;12.9646;12.1233;11.7497;12.4054;11.8094;11.3347;12.4678;11.5296;12.5273;10.8739;14.3004;13.5965;12.53;12.6278;11.663;12.4688;11.8823;12.1551;11.9097;11.9747;11.267;12.5239;13.4174;12.3516;12.7812;13.7648;13.6521;13.0329;12.0819;11.5471;12.2801;12.7792;10.6291;12.7603;13.3391;11.9731;12.4377;11.5587;11.7667;12.8468;12.089;10.7892;12.1107;13.929;11.8135;11.1031;12.0855;8.3185;11.9285;10.7249;11.4057;13.5395;11.2811;11.1691;10.7682;10.3813;10.3738;10.9756;12.2406;10.6882;13.1129;12.1348;11.3667;12.7079;14.0226;12.1278;11.3954;12.445;12.4157;11.2126;8.586;13.4428
LAD1;LAD1|3898;Claudin;3898;9.9131;11.2241;12.7291;10.9959;10.2176;2.1035;12.2188;12.6883;2.3935;5.8843;11.0563;10.2871;11.5058;13.1838;11.8932;12.1845;11.5043;10.0357;9.89;12.2383;13.4683;12.0727;10.9088;11.3746;10.1078;11.2263;10.2978;12.2422;10.623;10.8144;11.9001;11.9961;11.0555;10.9685;10.2284;10.0699;9.805;11.4447;12.2028;10.8036;12.0031;12.0565;12.3236;10.2459;9.7746;12.3547;12.1056;12.9359;10.2845;10.1342;10.6903;11.0303;10.3873;10.6641;9.9839;10.6913;12.1611;12.0814;12.8888;10.7958;11.9788;12.0579;11.0588;9.7853;10.9554;10.8024;9.9261;12.7481;11.2415;12.0558;10.0149;11.8786;13.7697;10.3516;12.5087;10.3018;12.039;10.4248;11.5436;11.9543;12.8343;11.9563;11.4498;10.6805;11.5977;12.0143;10.4686;11.366;12.0384;12.2659;11.0755;10.2932;11.0909;9.954;11.9373;12.0031;12.7691;12.9708;11.4776;11.5473;12.0125;10.5585;8.9162;11.285;12.43;10.826;10.7167;11.0283;9.36;10.0756;11.5017;9.8913;10.4224;10.2543;10.4965;10.6678;10.3124;10.5066;11.2807;10.9738;11.3491;9.9614;9.4578;9.9868;10.6842;10.5048;11.3433;11.6974;12.9753;11.1318;9.8551;11.0529;8.5116;11.2168;10.5259;10.9768;11.412;11.256;9.0096;13.0337;11.0767;12.0877;9.608;12.8735;11.9091;10.1045;10.0192;10.8847;12.3013;10.5247;10.6616;10.2783;12.41;11.7577;11.0395;12.2506;11.4605;10.9349;10.7389;10.7762;12.0069;11.82;8.6965;10.2315;9.9489;10.9211;10.0813;10.2041;12.4158;11.3877;11.6625;11.479;10.4272;11.4497;11.0889;11.0249;10.2704;11.8181;10.0996;11.3337;13.0055;11.5653;10.8435;7.1568;11.3458;12.7071;9.8377;9.8251;13.3048;13.217;11.5056;11.0741;13.3787;12.93;11.735;11.0588;13.1591;11.2331;12.8551;9.9673;11.4662;12.6263;10.3007;10.8072;11.696;12.8968;2.8023;12.3519
